chrom,start,end,Nanog_binding_status,replication_timing_pre_MBT
chr12,41200000,41300000,non binding,0.597585
chr12,41300000,41400000,1k-cell new,0.912954
chr12,41400000,41500000,1k-cell new,1.31922
chr12,41500000,41600000,non binding,1.38838
chr12,41600000,41700000,dome new,1.1905299999999999
chr12,41700000,41800000,1k-cell new,0.690237
chr12,41800000,41900000,non binding,0.13981500000000002
chr12,41900000,42000000,non binding,-0.215027
chr12,42000000,42100000,non binding,-0.496217
chr12,42100000,42200000,non binding,0.208312
chr12,42200000,42300000,non binding,0.418835
chr12,42300000,42400000,1k-cell new,0.22167699999999999
chr12,42400000,42500000,dome new,-0.361439
chr12,42500000,42600000,1k-cell new,-0.9410229999999999
chr12,42600000,42700000,non binding,-0.9778209999999999
chr12,42700000,42800000,dome new,-0.8927309999999999
chr12,42800000,42900000,dome new,-0.959256
chr12,42900000,43000000,dome new,-0.702477
chr12,43000000,43100000,non binding,-0.665057
chr12,43100000,43200000,dome new,-0.77537
chr12,43200000,43300000,1k-cell new,-1.1062100000000001
chr12,43300000,43400000,dome new,-1.0959299999999998
chr12,43400000,43500000,256-cell,-0.9545379999999999
chr12,43500000,43600000,non binding,-0.796752
chr12,43600000,43700000,256-cell,-0.410678
chr12,43700000,43800000,non binding,-0.421471
chr12,43800000,43900000,non binding,0.24839499999999998
chr12,43900000,44000000,non binding,0.770491
chr12,44000000,44100000,1k-cell new,1.22559
chr12,44100000,44200000,non binding,1.03597
chr12,44200000,44300000,non binding,0.0256065
chr12,44300000,44400000,256-cell,-0.780207
chr12,44400000,44500000,non binding,-0.831102
chr12,44500000,44600000,non binding,0.0
chr12,44600000,44700000,256-cell,0.0
chr12,44700000,44800000,256-cell,-0.495776
chr12,44800000,44900000,dome new,-0.455128
chr12,44900000,45000000,non binding,-0.40426999999999996
chr12,45000000,45100000,non binding,-0.46875500000000003
chr12,45100000,45200000,non binding,-0.9517389999999999
chr12,45200000,45300000,non binding,-0.525281
chr12,45300000,45400000,non binding,-0.276081
chr12,45400000,45500000,dome new,-0.186067
chr12,45500000,45600000,non binding,-0.570724
chr12,45600000,45700000,non binding,-1.23383
chr12,45700000,45800000,dome new,-0.9750120000000001
chr12,45800000,45900000,non binding,-0.569497
chr12,45900000,46000000,non binding,-0.799078
chr12,46000000,46100000,non binding,-1.7238
chr12,46100000,46200000,non binding,-2.67259
chr12,46200000,46300000,non binding,-2.90488
chr12,46300000,46400000,non binding,-0.0899657
chr12,46400000,46500000,non binding,0.6347970000000001
chr12,46500000,46600000,1k-cell new,0.0
chr12,46600000,46700000,256-cell,0.00394621
chr12,46700000,46800000,dome new,-0.292658
chr12,46800000,46900000,non binding,-0.37804699999999997
chr12,46900000,47000000,non binding,-0.7558199999999999
chr12,47000000,47100000,non binding,-1.9175
chr12,47100000,47200000,256-cell,-1.98842
chr12,47200000,47300000,non binding,-2.08595
chr12,47300000,47400000,non binding,-1.771
chr12,47400000,47500000,non binding,-1.6496
chr12,47500000,47600000,non binding,-1.74053
chr12,47600000,47700000,256-cell,-1.65047
chr12,47700000,47800000,non binding,-1.49401
chr12,47800000,47900000,non binding,-1.47573
chr12,47900000,48000000,1k-cell new,-1.62571
chr12,48000000,48100000,non binding,-1.66927
chr12,48100000,48200000,256-cell,-1.20589
chr12,48200000,48300000,1k-cell new,-0.9151389999999999
chr12,48300000,48400000,256-cell,-1.04647
chr12,48400000,48500000,1k-cell new,-1.58913
chr12,48500000,48600000,non binding,-1.94513
chr12,48600000,48700000,256-cell,-1.7864
chr12,48700000,48800000,non binding,-1.69492
chr12,48800000,48900000,1k-cell new,-2.3389900000000003
chr12,48900000,49000000,non binding,-2.50153
chr12,49000000,49100000,non binding,-2.51762
chr12,49100000,49182954,dome new,-3.23605
chr13,0,100000,dome new,-2.65075
chr13,100000,200000,256-cell,-0.291217
chr13,200000,300000,256-cell,-2.2340299999999997
chr13,300000,400000,1k-cell new,-2.31446
chr13,400000,500000,dome new,-1.68392
chr13,500000,600000,non binding,-1.10664
chr13,600000,700000,dome new,-0.8003939999999999
chr13,700000,800000,non binding,-0.901507
chr13,800000,900000,non binding,-1.3627799999999999
chr13,900000,1000000,non binding,-1.63382
chr13,1000000,1100000,256-cell,-1.17612
chr13,1100000,1200000,256-cell,-0.8435809999999999
chr13,1200000,1300000,dome new,-0.928263
chr13,1300000,1400000,1k-cell new,-0.684473
chr13,1400000,1500000,non binding,-0.558293
chr13,1500000,1600000,256-cell,-0.933215
chr13,1600000,1700000,non binding,-1.3332700000000002
chr13,1700000,1800000,non binding,-1.27155
chr13,1800000,1900000,non binding,-1.08595
chr13,1900000,2000000,256-cell,-1.347
chr13,2000000,2100000,non binding,-1.6105200000000002
chr13,2100000,2200000,dome new,-1.67782
chr13,2200000,2300000,dome new,-1.45079
chr13,2300000,2400000,non binding,-0.8209540000000001
chr13,2400000,2500000,dome new,-1.07683
chr13,2500000,2600000,non binding,-0.8691559999999999
chr13,2600000,2700000,non binding,-1.00576
chr13,2700000,2800000,dome new,-1.14039
chr13,2800000,2900000,dome new,-1.32033
chr13,2900000,3000000,dome new,-1.55321
chr13,3000000,3100000,256-cell,-1.6078700000000001
chr13,3100000,3200000,256-cell,-1.32387
chr13,3200000,3300000,non binding,-0.998958
chr13,3300000,3400000,dome new,-1.04514
chr13,3400000,3500000,dome new,-1.6905
chr13,3500000,3600000,dome new,-2.14676
chr13,3600000,3700000,non binding,-2.06126
chr13,3700000,3800000,1k-cell new,-1.49691
chr13,3800000,3900000,256-cell,-0.75635
chr13,3900000,4000000,dome new,-0.710785
chr13,4000000,4100000,256-cell,-1.18054
chr13,4100000,4200000,1k-cell new,-1.37836
chr13,4200000,4300000,1k-cell new,-0.880749
chr13,4300000,4400000,dome new,-0.00399725
chr13,4400000,4500000,1k-cell new,0.337787
chr13,4500000,4600000,dome new,0.17413299999999998
chr13,4600000,4700000,256-cell,-0.34026
chr13,4700000,4800000,non binding,-1.10891
chr13,4800000,4900000,dome new,-1.2662799999999999
chr13,4900000,5000000,dome new,-0.677283
chr13,5000000,5100000,dome new,-0.43406000000000006
chr13,5100000,5200000,non binding,-0.9945200000000001
chr13,5200000,5300000,dome new,-1.43374
chr13,5300000,5400000,non binding,-1.39412
chr13,5400000,5500000,256-cell,-0.917874
chr13,5500000,5600000,non binding,-0.691025
chr13,5600000,5700000,non binding,-1.01718
chr13,5700000,5800000,non binding,-1.43521
chr13,5800000,5900000,dome new,-1.28518
chr13,5900000,6000000,256-cell,-0.621658
chr13,6000000,6100000,1k-cell new,-0.191455
chr13,6100000,6200000,256-cell,-0.0244793
chr13,6200000,6300000,non binding,0.061666599999999995
chr13,6300000,6400000,non binding,-0.235875
chr13,6400000,6500000,non binding,-0.717342
chr13,6500000,6600000,dome new,-0.99815
chr13,6600000,6700000,non binding,-1.07412
chr13,6700000,6800000,dome new,-1.17162
chr13,6800000,6900000,non binding,-1.22017
chr13,6900000,7000000,non binding,-0.75588
chr13,7000000,7100000,256-cell,0.0
chr13,7100000,7200000,non binding,0.0
chr13,7200000,7300000,dome new,0.0494389
chr13,7300000,7400000,non binding,0.637409
chr13,7400000,7500000,non binding,0.854678
chr13,7500000,7600000,dome new,0.717403
chr13,7600000,7700000,non binding,0.156641
chr13,7700000,7800000,1k-cell new,-0.519262
chr13,7800000,7900000,dome new,-1.1032
chr13,7900000,8000000,dome new,-1.20885
chr13,8000000,8100000,dome new,-0.7163109999999999
chr13,8100000,8200000,non binding,0.016906099999999997
chr13,8200000,8300000,dome new,0.341384
chr13,8300000,8400000,non binding,0.323151
chr13,8400000,8500000,1k-cell new,0.1209
chr13,8500000,8600000,non binding,-0.1172
chr13,8600000,8700000,256-cell,-0.34272600000000003
chr13,8700000,8800000,dome new,-0.764763
chr13,8800000,8900000,1k-cell new,-0.40460300000000005
chr13,8900000,9000000,non binding,1.3354700000000002
chr13,9000000,9100000,non binding,3.2397
chr13,9100000,9200000,non binding,3.93097
chr13,9200000,9300000,non binding,3.38899
chr13,9300000,9400000,256-cell,2.29703
chr13,9400000,9500000,dome new,1.215
chr13,9500000,9600000,non binding,0.520772
chr13,9600000,9700000,non binding,0.373224
chr13,9700000,9800000,dome new,0.446617
chr13,9800000,9900000,non binding,0.385365
chr13,9900000,10000000,non binding,-0.05944339999999999
chr13,10000000,10100000,256-cell,-0.45854700000000004
chr13,10100000,10200000,dome new,-0.07123260000000001
chr13,10200000,10300000,256-cell,0.253
chr13,10300000,10400000,dome new,-0.139075
chr13,10400000,10500000,dome new,-0.81797
chr13,10500000,10600000,dome new,-1.07111
chr13,10600000,10700000,dome new,-0.883817
chr13,10700000,10800000,non binding,-0.663346
chr13,10800000,10900000,non binding,-0.511058
chr13,10900000,11000000,non binding,-0.463502
chr13,11000000,11100000,1k-cell new,-0.775389
chr13,11100000,11200000,non binding,-1.1553799999999999
chr13,11200000,11300000,dome new,-0.991984
chr13,11300000,11400000,non binding,-0.582825
chr13,11400000,11500000,256-cell,-0.319322
chr13,11500000,11600000,dome new,-0.0357781
chr13,11600000,11700000,non binding,0.476534
chr13,11700000,11800000,256-cell,0.975849
chr13,11800000,11900000,dome new,1.03312
chr13,11900000,12000000,dome new,0.8510489999999999
chr13,12000000,12100000,non binding,0.199047
chr13,12100000,12200000,256-cell,-0.720236
chr13,12200000,12300000,non binding,-0.993058
chr13,12300000,12400000,non binding,-0.397548
chr13,12400000,12500000,1k-cell new,0.176529
chr13,12500000,12600000,non binding,0.11491900000000001
chr13,12600000,12700000,256-cell,-0.216666
chr13,12700000,12800000,dome new,-0.579756
chr13,12800000,12900000,non binding,-0.908176
chr13,12900000,13000000,256-cell,-0.9374899999999999
chr13,13000000,13100000,256-cell,-0.7938689999999999
chr13,13100000,13200000,non binding,-0.784419
chr13,13200000,13300000,non binding,-0.857439
chr13,13300000,13400000,non binding,-1.09389
chr13,13400000,13500000,non binding,-1.37194
chr13,13500000,13600000,non binding,-1.2837
chr13,13600000,13700000,dome new,-0.761606
chr13,13700000,13800000,non binding,-0.137739
chr13,13800000,13900000,non binding,0.219367
chr13,13900000,14000000,256-cell,0.552485
chr13,14000000,14100000,1k-cell new,0.492825
chr13,14100000,14200000,dome new,-0.00802363
chr13,14200000,14300000,non binding,-0.39203699999999997
chr13,14300000,14400000,non binding,-0.6464409999999999
chr13,14400000,14500000,1k-cell new,-1.00159
chr13,14500000,14600000,non binding,-1.56072
chr13,14600000,14700000,non binding,-1.7826099999999998
chr13,14700000,14800000,1k-cell new,-1.43042
chr13,14800000,14900000,non binding,-0.47650699999999996
chr13,14900000,15000000,256-cell,0.455692
chr13,15000000,15100000,1k-cell new,0.508646
chr13,15100000,15200000,256-cell,-0.21492600000000003
chr13,15200000,15300000,256-cell,-1.30745
chr13,15300000,15400000,non binding,-1.20151
chr13,15400000,15500000,256-cell,0.20503600000000002
chr13,15500000,15600000,256-cell,1.16708
chr13,15600000,15700000,non binding,1.18028
chr13,15700000,15800000,1k-cell new,1.15094
chr13,15800000,15900000,256-cell,1.31005
chr13,15900000,16000000,non binding,1.10222
chr13,16000000,16100000,dome new,0.549683
chr13,16100000,16200000,256-cell,0.21913000000000002
chr13,16200000,16300000,non binding,0.297066
chr13,16300000,16400000,1k-cell new,0.263871
chr13,16400000,16500000,256-cell,0.13867100000000002
chr13,16500000,16600000,dome new,0.041125999999999996
chr13,16600000,16700000,dome new,-0.049279699999999996
chr13,16700000,16800000,1k-cell new,0.0240982
chr13,16800000,16900000,dome new,-0.168021
chr13,16900000,17000000,dome new,-0.519139
chr13,17000000,17100000,256-cell,-0.956526
chr13,17100000,17200000,dome new,-1.33779
chr13,17200000,17300000,1k-cell new,-1.1252
chr13,17300000,17400000,dome new,-0.5655789999999999
chr13,17400000,17500000,256-cell,-0.0468291
chr13,17500000,17600000,dome new,-0.0579617
chr13,17600000,17700000,non binding,-0.111457
chr13,17700000,17800000,dome new,-0.039670800000000006
chr13,17800000,17900000,dome new,-0.0485411
chr13,17900000,18000000,non binding,0.125698
chr13,18000000,18100000,dome new,0.5506800000000001
chr13,18100000,18200000,1k-cell new,1.1133899999999999
chr13,18200000,18300000,256-cell,1.34039
chr13,18300000,18400000,non binding,1.20919
chr13,18400000,18500000,dome new,0.681347
chr13,18500000,18600000,dome new,-0.00668584
chr13,18600000,18700000,1k-cell new,-0.46892700000000004
chr13,18700000,18800000,non binding,-0.9013459999999999
chr13,18800000,18900000,non binding,-1.21157
chr13,18900000,19000000,non binding,-1.36873
chr13,19000000,19100000,non binding,-1.38253
chr13,19100000,19200000,non binding,-1.08699
chr13,19200000,19300000,non binding,-0.6280899999999999
chr13,19300000,19400000,dome new,-0.524796
chr13,19400000,19500000,non binding,-0.788964
chr13,19500000,19600000,256-cell,-0.613532
chr13,19600000,19700000,dome new,0.00459909
chr13,19700000,19800000,256-cell,0.49227
chr13,19800000,19900000,non binding,0.644645
chr13,19900000,20000000,dome new,0.605368
chr13,20000000,20100000,1k-cell new,0.233194
chr13,20100000,20200000,non binding,-0.12216099999999999
chr13,20200000,20300000,dome new,-0.155352
chr13,20300000,20400000,256-cell,-0.06615080000000001
chr13,20400000,20500000,1k-cell new,0.174111
chr13,20500000,20600000,non binding,0.402919
chr13,20600000,20700000,non binding,0.52837
chr13,20700000,20800000,non binding,0.570405
chr13,20800000,20900000,dome new,0.546676
chr13,20900000,21000000,256-cell,0.593911
chr13,21000000,21100000,dome new,0.53987
chr13,21100000,21200000,1k-cell new,0.47353500000000004
chr13,21200000,21300000,non binding,0.519903
chr13,21300000,21400000,dome new,0.752903
chr13,21400000,21500000,1k-cell new,0.9537459999999999
chr13,21500000,21600000,1k-cell new,1.03558
chr13,21600000,21700000,1k-cell new,1.2710299999999999
chr13,21700000,21800000,non binding,1.44041
chr13,21800000,21900000,dome new,1.12624
chr13,21900000,22000000,1k-cell new,0.366446
chr13,22000000,22100000,dome new,-0.428802
chr13,22100000,22200000,non binding,-0.545359
chr13,22200000,22300000,256-cell,-0.124252
chr13,22300000,22400000,dome new,0.448629
chr13,22400000,22500000,1k-cell new,0.849786
chr13,22500000,22600000,256-cell,1.1001
chr13,22600000,22700000,256-cell,1.02791
chr13,22700000,22800000,dome new,0.973684
chr13,22800000,22900000,dome new,1.07923
chr13,22900000,23000000,256-cell,1.07627
chr13,23000000,23100000,256-cell,0.9873379999999999
chr13,23100000,23200000,non binding,0.847216
chr13,23200000,23300000,1k-cell new,0.346591
chr13,23300000,23400000,1k-cell new,-0.372193
chr13,23400000,23500000,non binding,-0.720143
chr13,23500000,23600000,dome new,-0.42937200000000003
chr13,23600000,23700000,1k-cell new,0.126074
chr13,23700000,23800000,dome new,0.491255
chr13,23800000,23900000,dome new,0.8487610000000001
chr13,23900000,24000000,non binding,0.665261
chr13,24000000,24100000,dome new,0.157415
chr13,24100000,24200000,non binding,0.0707908
chr13,24200000,24300000,1k-cell new,0.41870100000000005
chr13,24300000,24400000,1k-cell new,0.738753
chr13,24400000,24500000,dome new,0.987975
chr13,24500000,24600000,dome new,1.04349
chr13,24600000,24700000,256-cell,1.05665
chr13,24700000,24800000,dome new,0.946694
chr13,24800000,24900000,256-cell,0.5435369999999999
chr13,24900000,25000000,1k-cell new,-0.23839899999999997
chr13,25000000,25100000,1k-cell new,-0.624586
chr13,25100000,25200000,1k-cell new,-0.118289
chr13,25200000,25300000,dome new,0.8720040000000001
chr13,25300000,25400000,non binding,1.58723
chr13,25400000,25500000,dome new,1.70737
chr13,25500000,25600000,256-cell,1.5586
chr13,25600000,25700000,dome new,1.34903
chr13,25700000,25800000,dome new,0.951354
chr13,25800000,25900000,1k-cell new,0.116201
chr13,25900000,26000000,dome new,-0.9312370000000001
chr13,26000000,26100000,256-cell,-1.2157
chr13,26100000,26200000,dome new,-1.10527
chr13,26200000,26300000,dome new,-0.8567950000000001
chr13,26300000,26400000,256-cell,-0.6808810000000001
chr13,26400000,26500000,non binding,-0.419158
chr13,26500000,26600000,1k-cell new,0.0061768
chr13,26600000,26700000,non binding,0.242598
chr13,26700000,26800000,dome new,0.515262
chr13,26800000,26900000,dome new,0.786848
chr13,26900000,27000000,dome new,0.8861450000000001
chr13,27000000,27100000,256-cell,1.03372
chr13,27100000,27200000,256-cell,1.29096
chr13,27200000,27300000,non binding,1.98889
chr13,27300000,27400000,non binding,2.54635
chr13,27400000,27500000,dome new,2.39315
chr13,27500000,27600000,non binding,2.17475
chr13,27600000,27700000,non binding,2.25668
chr13,27700000,27800000,256-cell,2.4214900000000004
chr13,27800000,27900000,256-cell,2.33017
chr13,27900000,28000000,256-cell,1.91498
chr13,28000000,28100000,dome new,1.35346
chr13,28100000,28200000,dome new,0.9367469999999999
chr13,28200000,28300000,256-cell,0.8939540000000001
chr13,28300000,28400000,non binding,0.979202
chr13,28400000,28500000,256-cell,0.987123
chr13,28500000,28600000,256-cell,1.25663
chr13,28600000,28700000,1k-cell new,1.72235
chr13,28700000,28800000,1k-cell new,1.50379
chr13,28800000,28900000,non binding,0.697005
chr13,28900000,29000000,1k-cell new,0.398893
chr13,29000000,29100000,256-cell,0.36599899999999996
chr13,29100000,29200000,dome new,0.357485
chr13,29200000,29300000,non binding,0.415865
chr13,29300000,29400000,dome new,0.6320020000000001
chr13,29400000,29500000,dome new,0.9079860000000001
chr13,29500000,29600000,256-cell,0.794353
chr13,29600000,29700000,1k-cell new,0.47276999999999997
